X,Y,Theta
-0.53,0.37,
-0.53,0.37,
-0.53,0.38,
-0.52,0.38,
-0.52,0.38,
-0.52,0.38,
-0.52,0.38,
-0.51,0.38,
-0.51,0.38,
-0.51,0.38,
-0.51,0.38,
-0.5,0.38,
-0.5,0.39,
-0.5,0.39,
-0.5,0.39,
-0.49,0.39,
-0.49,0.39,
-0.49,0.39,
-0.49,0.39,
-0.48,0.39,
-0.48,0.39,
-0.48,0.39,
-0.47,0.39,
-0.47,0.39,
-0.46,0.39,
-0.46,0.39,
-0.45,0.39,
-0.45,0.39,
-0.44,0.39,
-0.44,0.39,
-0.43,0.39,
-0.43,0.38,
-0.42,0.38,
-0.41,0.38,
-0.41,0.38,
-0.4,0.38,
-0.4,0.38,
-0.39,0.38,
-0.39,0.38,
-0.38,0.38,
-0.38,0.38,
-0.37,0.38,
-0.37,0.38,
-0.36,0.38,
-0.36,0.38,
-0.35,0.38,
-0.35,0.38,
-0.34,0.38,
-0.34,0.38,
-0.33,0.38,
-0.33,0.38,
-0.32,0.38,
-0.31,0.38,
-0.31,0.38,
-0.3,0.38,
-0.3,0.38,
-0.29,0.38,
-0.29,0.38,
-0.28,0.38,
-0.28,0.38,
-0.27,0.37,
-0.27,0.37,
-0.26,0.37,
-0.26,0.37,
-0.25,0.37,
-0.25,0.37,
-0.24,0.37,
-0.24,0.37,
-0.23,0.37,
-0.22,0.37,
-0.22,0.37,
-0.21,0.37,
-0.21,0.37,
-0.2,0.37,
-0.2,0.37,
-0.19,0.37,
-0.19,0.37,
-0.18,0.37,
-0.18,0.37,
-0.17,0.37,
-0.17,0.37,
-0.16,0.37,
-0.16,0.37,
-0.15,0.37,
-0.15,0.37,
-0.14,0.36,
-0.13,0.36,
-0.13,0.36,
-0.12,0.36,
-0.12,0.36,
-0.11,0.36,
-0.11,0.36,
-0.1,0.36,
-0.1,0.36,
-0.09,0.36,
-0.09,0.36,
-0.08,0.36,
-0.08,0.36,
-0.07,0.36,
-0.07,0.36,
-0.06,0.36,
-0.06,0.36,
-0.05,0.36,
-0.04,0.36,
-0.04,0.36,
-0.03,0.36,
-0.03,0.36,
-0.02,0.36,
-0.02,0.36,
-0.01,0.35,
-0.01,0.35,
-0.0,0.35,
0.0,0.35,
0.01,0.35,
0.01,0.35,
0.02,0.35,
0.02,0.35,
0.03,0.35,
0.04,0.35,
0.04,0.35,
0.05,0.35,
0.05,0.35,
0.05,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.07,0.35,
0.07,0.35,
0.07,0.35,
0.07,0.35,
0.08,0.35,
0.08,0.35,
0.08,0.35,
0.08,0.34,
0.09,0.34,
0.09,0.34,
0.09,0.34,
0.09,0.34,
0.09,0.34,
0.1,0.34,
0.1,0.34,
0.1,0.34,
0.1,0.33,
0.11,0.33,
0.11,0.33,
0.11,0.33,
0.11,0.33,
0.11,0.33,
0.12,0.33,
0.12,0.32,
0.12,0.32,
0.12,0.32,
0.12,0.32,
0.13,0.32,
0.13,0.31,
0.13,0.31,
0.13,0.31,
0.13,0.31,
0.13,0.31,
0.14,0.3,
0.14,0.3,
0.14,0.3,
0.14,0.3,
0.14,0.29,
0.14,0.29,
0.14,0.29,
0.14,0.29,
0.14,0.28,
0.14,0.28,
0.14,0.28,
0.15,0.28,
0.15,0.27,
0.15,0.27,
0.15,0.27,
0.15,0.27,
0.15,0.26,
0.15,0.26,
0.15,0.26,
0.15,0.26,
0.15,0.25,
0.15,0.25,
0.15,0.25,
0.15,0.24,
0.15,0.24,
0.15,0.24,
0.14,0.24,
0.14,0.23,
0.14,0.23,
0.14,0.23,
0.14,0.23,
0.14,0.22,
0.14,0.22,
0.14,0.22,
0.14,0.22,
0.14,0.22,
0.14,0.21,
0.13,0.21,
0.13,0.21,
0.13,0.21,
0.13,0.2,
0.13,0.2,
0.13,0.2,
0.12,0.2,
0.12,0.2,
0.12,0.19,
0.12,0.19,
0.12,0.19,
0.12,0.19,
0.11,0.19,
0.11,0.19,
0.11,0.18,
0.11,0.18,
0.11,0.18,
0.1,0.18,
0.1,0.18,
0.1,0.18,
0.1,0.18,
0.09,0.17,
0.09,0.17,
0.09,0.17,
0.09,0.17,
0.08,0.17,
0.08,0.17,
0.08,0.17,
0.08,0.17,
0.07,0.17,
0.07,0.17,
0.07,0.17,
0.07,0.17,
0.06,0.17,
0.06,0.17,
0.06,0.17,
0.06,0.17,
0.05,0.17,
0.05,0.17,
0.05,0.17,
0.04,0.17,
0.04,0.17,
0.04,0.17,
0.04,0.17,
0.03,0.17,
0.03,0.17,
0.03,0.17,
0.03,0.17,
0.02,0.17,
0.02,0.17,
0.02,0.17,
0.02,0.18,
0.01,0.18,
0.01,0.18,
0.01,0.18,
0.01,0.18,
0.01,0.18,
0.0,0.18,
0.0,0.19,
-0.0,0.19,
-0.0,0.19,
-0.0,0.19,
-0.01,0.19,
-0.01,0.19,
-0.01,0.2,
-0.01,0.2,
-0.01,0.2,
-0.02,0.2,
-0.02,0.2,
-0.02,0.21,
-0.02,0.21,
-0.02,0.21,
-0.02,0.21,
-0.02,0.22,
-0.03,0.22,
-0.03,0.22,
-0.03,0.22,
-0.03,0.22,
-0.03,0.23,
-0.03,0.23,
-0.03,0.23,
-0.03,0.23,
-0.03,0.24,
-0.03,0.24,
-0.03,0.24,
-0.03,0.24,
-0.03,0.25,
-0.03,0.25,
-0.03,0.25,
-0.03,0.26,
-0.03,0.26,
-0.03,0.26,
-0.03,0.26,
-0.03,0.27,
-0.03,0.27,
-0.03,0.27,
-0.03,0.27,
-0.03,0.28,
-0.03,0.28,
-0.03,0.28,
-0.03,0.28,
-0.03,0.29,
-0.03,0.29,
-0.03,0.29,
-0.03,0.29,
-0.03,0.3,
-0.02,0.3,
-0.02,0.3,
-0.02,0.3,
-0.02,0.31,
-0.02,0.31,
-0.02,0.31,
-0.02,0.31,
-0.01,0.31,
-0.01,0.32,
-0.01,0.32,
-0.01,0.32,
-0.01,0.32,
-0.01,0.32,
-0.0,0.33,
-0.0,0.33,
0.0,0.33,
0.0,0.33,
0.0,0.33,
0.01,0.33,
0.01,0.34,
0.01,0.34,
0.01,0.34,
0.02,0.34,
0.02,0.34,
0.02,0.34,
0.02,0.34,
0.03,0.34,
0.03,0.34,
0.03,0.34,
0.03,0.35,
0.04,0.35,
0.04,0.35,
0.04,0.35,
0.04,0.35,
0.05,0.35,
0.05,0.35,
0.05,0.35,
0.05,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.06,0.35,
0.0,0.0,
0.01,-0.0,
0.01,-0.0,
0.02,-0.0,
0.02,-0.0,
0.03,-0.0,
0.03,-0.0,
0.04,-0.0,
0.04,-0.0,
0.05,-0.0,
0.05,-0.0,
0.06,-0.0,
0.06,-0.0,
0.07,-0.0,
0.07,-0.0,
0.08,-0.01,
0.08,-0.01,
0.09,-0.01,
0.09,-0.01,
0.1,-0.01,
0.1,-0.01,
0.11,-0.01,
0.11,-0.01,
0.12,-0.01,
0.13,-0.01,
0.13,-0.01,
0.14,-0.01,
0.14,-0.01,
0.15,-0.01,
0.15,-0.01,
0.16,-0.01,
0.16,-0.01,
0.17,-0.01,
0.17,-0.01,
0.18,-0.01,
0.18,-0.01,
0.19,-0.01,
0.19,-0.01,
0.2,-0.02,
0.2,-0.02,
0.21,-0.02,
0.22,-0.02,
0.22,-0.02,
0.23,-0.02,
0.23,-0.02,
0.24,-0.02,
0.24,-0.02,
0.25,-0.02,
0.25,-0.02,
0.26,-0.02,
0.26,-0.02,
0.27,-0.02,
0.27,-0.02,
0.28,-0.02,
0.28,-0.02,
0.29,-0.02,
0.29,-0.02,
0.3,-0.02,
0.31,-0.03,
0.31,-0.03,
0.32,-0.03,
0.32,-0.03,
0.33,-0.03,
0.33,-0.03,
0.34,-0.03,
0.34,-0.03,
0.35,-0.03,
0.35,-0.03,
0.36,-0.03,
0.36,-0.03,
0.37,-0.03,
0.37,-0.03,
0.38,-0.03,
0.38,-0.03,
0.39,-0.03,
0.4,-0.03,
0.4,-0.03,
0.41,-0.04,
0.41,-0.04,
0.42,-0.04,
0.42,-0.04,
0.43,-0.04,
0.43,-0.04,
0.44,-0.04,
0.44,-0.04,
0.45,-0.04,
0.45,-0.04,
0.46,-0.04,
0.46,-0.04,
0.47,-0.04,
0.47,-0.04,
0.48,-0.04,
0.49,-0.04,
0.49,-0.04,
0.5,-0.05,
0.5,-0.05,
0.51,-0.05,
0.51,-0.05,
0.52,-0.05,
0.52,-0.05,
0.53,-0.05,
0.53,-0.05,
0.54,-0.05,
0.54,-0.05,
0.55,-0.05,
0.55,-0.05,
0.56,-0.05,
0.56,-0.05,
0.57,-0.05,
0.58,-0.05,
0.58,-0.05,
0.59,-0.06,
0.59,-0.06,
0.6,-0.06,
0.6,-0.06,
0.61,-0.06,
0.61,-0.06,
0.62,-0.06,
0.62,-0.06,
0.63,-0.06,
0.63,-0.06,
0.64,-0.06,
0.64,-0.06,
0.65,-0.06,
0.65,-0.06,
0.66,-0.06,
0.67,-0.06,
0.67,-0.06,
0.68,-0.07,
0.68,-0.07,
0.69,-0.07,
0.69,-0.07,
0.7,-0.07,
0.7,-0.07,
0.71,-0.07,
0.71,-0.07,
0.72,-0.07,
0.72,-0.07,
0.73,-0.07,
0.73,-0.07,
0.74,-0.07,
0.75,-0.07,
0.75,-0.07,
0.76,-0.08,
0.76,-0.08,
0.77,-0.08,
0.77,-0.08,
0.78,-0.08,
0.78,-0.08,
0.79,-0.08,
