X,Y
0.007498286472832794,0.8216391632688068
0.0074981826591313805,0.8066893530207873
0.007498049895800607,0.7917295500826096
0.00749793007942956,0.7767505757372342
0.007497851382148757,0.7617432061683405
0.007497713373064041,0.7466981381959802
0.0074975897879534514,0.7316059871400094
0.007497497475876025,0.7164572497183782
0.007497346408839367,0.7012422676227952
0.007497245540815212,0.6859512419889312
0.007497101352452296,0.6705741536707712
0.007496985465725969,0.6551007902840277
0.007496914480515815,0.6395206857048606
0.007496752282402208,0.6238230627957883
0.007496637475169821,0.607996895743719
0.007496539107988087,0.5920307825749257
0.007496399028811385,0.5759129357443441
0.007496273290396149,0.5596311860537524
0.00749613195631138,0.5431728884897942
0.0074960062602561495,0.5265249227903086
0.007495910192625521,0.5096736253580094
0.007495768396534208,0.49260471102760056
0.007495627074461275,0.4753032973713331
0.007495476801489986,0.4577537844944633
0.007495359271454727,0.439939835774612
0.007495204532979249,0.4218442401330394
0.007495109614414797,0.40344896440981776
0.007494919873953898,0.3847348775875637
0.007494784737004934,0.36568193414638817
0.007494649783026719,0.3462688300503612
0.0074945064670634,0.3264730211927507
0.007494330812675587,0.3062705775545278
0.007494187011628073,0.2856361209823499
0.007493985972992445,0.2645425397163236
0.0074938146406797745,0.2429610399005595
0.007493720519624714,0.2208608464604177
0.007493525988154448,0.19820887446725688
0.007493291725058859,0.17496984098390755
0.36857715303460126,0.4350243113574501
0.39326111893427335,0.4409775443933338
0.4070253390927147,0.4387570449108997
0.4175462574664779,0.43412101568491335
0.42602439629183503,0.4278632685191484
0.4328616947872783,0.42016503672040256
0.43811570521719045,0.41091374359652116
0.4415018548070311,0.39964879833905725
0.4418955649049115,0.38498046159829774
0.08611724189035264,-0.014826433742769263
0.11291080151583577,-0.014826795247312785
0.138879106718662,-0.014827125552398068
0.16407480956567022,-0.014827523157071809
0.18854671684776558,-0.014827894741488712
0.21233999812125381,-0.014828152390638949
0.2354963264689448,-0.014828489057006067
0.2580545902182666,-0.01482887063989069
0.2800510597532535,-0.01482914533706503
0.30151935502220395,-0.01482943603047382
0.32249095953074636,-0.014829737497119466
0.3429953351056678,-0.014830022541033605
0.3630600692179944,-0.0148302877293095
0.38271101849605366,-0.01483058683789773
0.401972562524301,-0.01483084341846852
0.4208675805880153,-0.014831114718014127
0.4394176915899317,-0.014831380920269588
0.4576433099447108,-0.014831634630402935
0.47556375553504315,-0.01483185817044419
0.4931973081865042,-0.014832100746719479
0.510561357912477,-0.014832332016864291
0.527672402832825,-0.014832614466337213
0.544546230503522,-0.01483283143623848
0.5611978251973566,-0.014833071747099469
0.5776415617956312,-0.014833290788290765
0.5938911789956749,-0.014833521795950655
0.6099598752815452,-0.014833748166618532
0.6258603403257036,-0.014833939718796763
0.6416047576695357,-0.014834202048571887
0.6572049484119947,-0.014834405610884671
0.6726722898757451,-0.014834615880773727
0.6880178234835479,-0.01483483145267983
0.7032522667041904,-0.014835064490284045
0.7183860623091499,-0.014835244405760895
0.7334293619501122,-0.014835471082326857
0.748392115338325,-0.014835679602365537
0.7632840532688063,-0.01483588966672622
0.7781147316743062,-0.014836100934341956
0.7928935540093341,-0.01483630398182656
0.8076297940887512,-0.014836489739791792
0.8223326164938795,-0.014836716928481875
0.8370111106553256,-0.014836939870485621
0.8516743027563537,-0.014837132073315606
0.8663311800060254,-0.014837349230195418
0.8809907158810377,-0.014837552201547033
0.8956618886133063,-0.014837726517462069
0.9103537087324317,-0.014837940731568966
0.925075234865302,-0.014838165037612705
0.9398355927113117,-0.014838327010141095
0.9546440197124431,-0.014838543423083439
0.9695098584503719,-0.014838756617390536
0.984442598592251,-0.014838963394015359
0.9994519046468846,-0.014839204082229385
1.0145476111586222,-0.014839373902152508
1.0297398158666686,-0.014839620535999187
1.0450388116562899,-0.014839800093168654
1.0604552236565603,-0.014840044783518525
1.0759999410425312,-0.014840275777612377
1.0916842040883405,-0.014840473182396119
1.1075196534884302,-0.014840707862950664
1.123518313424658,-0.014840941755740245
1.1396926679023924,-0.014841171076292126
1.1560556944104976,-0.014841393252929547
1.1726209167389912,-0.014841627529743051
1.189402440288682,-0.014841875668932913
1.2064149855243955,-0.01484208030362344
1.223674037580841,-0.014842354630724142
1.2411957520738714,-0.014842599930066092
1.258997155917096,-0.014842835718573921
1.2770961736888438,-0.014843081752778597
1.2955117000939897,-0.01484334531851006
1.3142636748256793,-0.014843602545405954
1.3333732179599291,-0.014843877425314123
1.352862687561075,-0.014844153921058756
1.3727558261252413,-0.014844436910740333
1.3930778547324714,-0.014844698856497751
1.41385569858382,-0.014845017983848519
1.4351179302876083,-0.01484525202624809
1.4568953074321636,-0.014845595919506627
1.47922052675777,-0.014845932417746788
1.5021286798282651,-0.014846208007642026
1.5256575709589826,-0.014846528585741092
1.5498478283543404,-0.014846948708592045
1.5747430048305704,-0.014847253477420885
1.6003904559769844,-0.014847627814103537
1.6268411752121104,-0.014848003071619043
1.654150478007949,-0.014848380421608964
1.6823784016308703,-0.014848744858510399
1.71159036907008,-0.014849193689985718
1.7418574549019512,-0.014849589466953028
1.7732576034814431,-0.014850079177277764
1.8058758554945362,-0.014850540729049122
1.8398056328770116,-0.01485094511100249
1.8751499999775638,-0.014851513718935228
1.9120220454155183,-0.014852008288827712
1.9505472157079429,-0.01485251848086755
1.9908645294041287,-0.014853088086953514
2.0331284846527162,-0.014853712062248281
2.0775113196531323,-0.014854348197296252
2.1242057386498887,-0.01485496840425704
2.1734282224380492,-0.014855659431224133
2.2254224380963206,-0.014856392613316838
2.2804639598258256,-0.014857182459442564
2.3388655389674624,-0.014858005075646163
2.400983760592491,-0.01485887096579408
2.467226925931164,-0.014859776745388298
2.5380649329681852,-0.014860765541773957
2.6140412162022892,-0.0148618582433514
2.6957876575557718,-0.014863008817455392
2.784043745920437,-0.014864253543981576
2.8796800991635294,-0.01486554545373131
2.9837296426003515,-0.01486702518998928
3.0974263038534775,-0.014868681154675989
3.222256732221057,-0.014870416167944711
3.360029393634714,-0.014872313877963284
3.512966151011655,-0.014874518168000783
3.6838262990705055,-0.014876864186500138
3.7074768958843163,0.03199078344209183
3.707477630894558,0.08535910807045288
3.707478465963452,0.13824554447661763
3.7074792855107352,0.1906885694356587
3.707480039822773,0.24272545703071724
3.7074808239562453,0.2943923821082943
3.7074817146285954,0.34572456660035417
3.7074823603964973,0.3967564395733013
3.7074832134116935,0.44752153203448425
3.7074839299599627,0.49805282262427597
3.707484828296256,0.5483826138922179
3.70748550550901,0.5985427845102527
3.7074862910341766,0.6485647184542472
3.707487085925313,0.6984794998101892
3.7074876191496187,0.7483179462234769
3.707488416363915,0.7981106618141287
3.7074891418839724,0.8478881678116249
3.707490033396022,0.8976809396991319
3.707490710274573,0.9475194799096756
3.7074915985450247,0.9974344258561033
3.7074922533709724,1.0474565638207378
3.7074930105946295,1.0976169881891793
3.707493776367359,1.1479471098342053
3.707494478045476,1.1984787572806543
3.7074952691947223,1.2492442910854211
3.70749602002195,1.3002766231211804
3.7074967478814647,1.3516093588541247
3.7074975669484567,1.4032768916839649
3.707498399033517,1.4553144431614062
3.707499147617152,1.5077581877170174
3.7074998609601546,1.5606453989834583
3.707500882908837,1.6140146171070744
3.7075016187047543,1.6679054291929858
3.7075025124790817,1.722359131710982
3.7075033360546024,1.7774183909353285
3.7075039949028255,1.8331276088871815
3.7075048492582927,1.8895332117441683
3.7075059005161406,1.946683541170665
3.70750665659836,2.004628943280939
3.7075075207342874,2.06342251825134
3.7075085003432044,2.1231198343452267
3.7075094615757065,2.1837792385814856
3.7075103542432193,2.2454622041278967
3.70751119334943,2.3082336023795147
3.7075122274040493,2.372162100125631
3.7075132415591305,2.4373201178751467
3.7075143099738113,2.503784580066705
3.70751525442544,2.5716370104314947
3.707516307130619,2.6409643599321244
3.7075173018105523,2.7118590000991682
2.026633608470794,1.6257835312053548
1.9841123245668362,1.6257856612423847
1.9436207428088044,1.6257876444603085
1.904993950489465,1.6257895785870773
1.8680838631970413,1.6257914023332682
1.8327574565122402,1.6257931891457937
1.7988944993528928,1.6257948074853998
1.766386639295379,1.625796468661075
1.7351351709259082,1.6257979817730495
1.7050507493100748,1.6257995164598524
1.6760516227555984,1.625800922016909
1.6480633972454206,1.6258023222671
1.6300455240387162,1.6353521770745199
1.6300469416814416,1.664359072715142
